Ref_No	Local_Accession_No	Map_Reference	MapArea	MapLong	MapLat	Town_Village	Location	Title	Further_Information	Date_of_Image	Date_Period	Photographer	Artist	Engraver	Publisher	Acknowledged	Form_of_Acknowledgment	Language_single	Format_single	Publishers_single	License_single	Audience_single	Key_Terms	Keywords
NTGM015953	36418	SK5740	nottingham,gedling,street	52.95529899	-1.138007641	Nottingham	Bath Street - Gedling Street	Drying racks, Victoria Washhouses, corner of Bath Street and Gedling Street, 1973	&amp;lt;p&amp;gt;The first baths and wash-houses in Nottingham were constructed at the present Gedling Street / Bath Street site by Dennett of Nottingham, under the direction of Corporation surveyor H Moses Wood, and opened to the public on 16 December 1850.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Wash-houses were added in 1926, with further building work along the Bath Street elevation bearing the name of T Wallis Gordon, by then City Engineer.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;The General Inclosures Act of 1845 was necessitated by the appalling housing conditions prevailing in Nottingham, whose slums - created by such a density of population in such a small space - have often been described by social historians as the worst in the world at the time.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Information taken from www.savevictoriabaths.org.uk&amp;amp;nbsp;&amp;lt;/p&amp;gt;	1973	17_The_1970s	Roberts, George L				Yes	George L Roberts	EN-GB	JPEG/IMAGE	North East Midland Photographic Record	http://creativecommons.org/licenses/by-nc-nd/2.0/uk/	General_Educational	municipal baths health welfare Victorian Victoria washhouses community laundry interior drying racks industrial public machinery tiled windows walls	Buildings_and_Structures Entertainment_and_Sports People_and_Society Health_and_Welfare Work_and_Industry Machinery
NTGM015954	36417	SK5740	nottingham,gedling,street	52.95529899	-1.138007641	Nottingham	Bath Street - Gedling Street	Victoria Washhouses - exterior, corner of Bath Street and Gedling Street, 1973	&amp;lt;p&amp;gt;The first baths and wash-houses in Nottingham were constructed at the present Gedling Street / Bath Street site by Dennett of Nottingham, under the direction of Corporation surveyor H Moses Wood, and opened to the public on 16 December 1850.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Wash-houses were added in 1926, with further building work along the Bath Street elevation bearing the name of T Wallis Gordon, by then City Engineer.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;The General Inclosures Act of 1845 was necessitated by the appalling housing conditions prevailing in Nottingham, whose slums - created by such a density of population in such a small space - have often been described by social historians as the worst in the world at the time.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Information taken from www.savevictoriabaths.org.uk &amp;lt;/p&amp;gt;	1973	17_The_1970s	Roberts, George L				Yes	George L Roberts	EN-GB	JPEG/IMAGE	North East Midland Photographic Record	http://creativecommons.org/licenses/by-nc-nd/2.0/uk/	General_Educational	municipal baths health welfare Victorian Victoria washhouses community laundry public junction corner road street pavement zebra crossing belisha beacon crane construction gable paling fence bicycle bike shed name plate rusticated	Buildings_and_Structures Entertainment_and_Sports People_and_Society Health_and_Welfare Streetscene Natural_World_Landscape_and_Views Roads Transport_and_Communication Bicycles 
NTGM015955	36419	SK5740	nottingham,gedling,street	52.95529899	-1.138007641	Nottingham	Bath Street - Gedling Street	Washing machines, Victoria Washhouses, corner of Bath Street and Gedling Street, 1973	&amp;lt;p&amp;gt;The first baths and wash-houses in Nottingham were constructed at the present Gedling Street / Bath Street site by Dennett of Nottingham, under the direction of Corporation surveyor H Moses Wood, and opened to the public on 16 December 1850.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Wash-houses were added in 1926, with further building work along the Bath Street elevation bearing the name of T Wallis Gordon, by then City Engineer.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;The General Inclosures Act of 1845 was necessitated by the appalling housing conditions prevailing in Nottingham, whose slums - created by such a density of population in such a small space - have often been described by social historians as the worst in the world at the time.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Information taken from www.savevictoriabaths.org.uk&amp;amp;nbsp;&amp;lt;/p&amp;gt;	1973	17_The_1970s	Roberts, George L				Yes	George L Roberts	EN-GB	JPEG/IMAGE	North East Midland Photographic Record	http://creativecommons.org/licenses/by-nc-nd/2.0/uk/	General_Educational	municipal baths health welfare Victorian Victoria washhouses community laundry interior washing machines industrial public machinery tiled windows walls tubs steel metal pipes	Buildings_and_Structures Entertainment_and_Sports People_and_Society Health_and_Welfare Work_and_Industry Machinery
NTGM015956	Misc 86	SK5740	nottingham,gedling,street	52.95529899	-1.138007641	Nottingham	Bath Street - Gedling Street	Mangling Room, Victoria Washhouses, corner of Bath Street and Gedling Street, c 1928	&amp;lt;p&amp;gt;The first baths and wash-houses in Nottingham were constructed at the present Gedling Street / Bath Street site by Dennett of Nottingham, under the direction of Corporation surveyor H Moses Wood, and opened to the public on 16 December 1850.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Wash-houses were added in 1926, with further building work along the Bath Street elevation bearing the name of T Wallis Gordon, by then City Engineer.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;The General Inclosures Act of 1845 was necessitated by the appalling housing conditions prevailing in Nottingham, whose slums - created by such a density of population in such a small space - have often been described by social historians as the worst in the world at the time.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Information taken from www.savevictoriabaths.org.uk&amp;amp;nbsp;&amp;lt;/p&amp;gt;	c 1928	12_The_1920s	Not known				Yes	Nottingham City Council	EN-GB	JPEG/IMAGE	North East Midland Photographic Record	http://creativecommons.org/licenses/by-nc-nd/2.0/uk/	General_Educational	municipal baths health welfare Victorian Victoria washhouses community laundry interior industrial public machinery tiled windows walls mangling room mangles counter lights electric hanging	Buildings_and_Structures Entertainment_and_Sports People_and_Society Health_and_Welfare Work_and_Industry Machinery
NTGM015957	Misc 85	SK5740	nottingham,gedling,street	52.95529899	-1.138007641	Nottingham	Bath Street - Gedling Street	Washing Room, Victoria Washhouses, corner of Bath Street and Gedling Street, c 1928	&amp;lt;p&amp;gt;The first baths and wash-houses in Nottingham were constructed at the present Gedling Street / Bath Street site by Dennett of Nottingham, under the direction of Corporation surveyor H Moses Wood, and opened to the public on 16 December 1850.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Wash-houses were added in 1926, with further building work along the Bath Street elevation bearing the name of T Wallis Gordon, by then City Engineer.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;The General Inclosures Act of 1845 was necessitated by the appalling housing conditions prevailing in Nottingham, whose slums - created by such a density of population in such a small space - have often been described by social historians as the worst in the world at the time.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Information taken from www.savevictoriabaths.org.uk&amp;amp;nbsp;&amp;lt;/p&amp;gt;	c 1928	12_The_1920s	Not known				Yes	Nottingham City Council	EN-GB	JPEG/IMAGE	North East Midland Photographic Record	http://creativecommons.org/licenses/by-nc-nd/2.0/uk/	General_Educational	municipal baths health welfare Victorian Victoria washhouses community laundry interior industrial public machinery tiled windows walls washing room washing machines tubs pipes casement windows skylights	Buildings_and_Structures Entertainment_and_Sports People_and_Society Health_and_Welfare Work_and_Industry Machinery
NTGM015958	Misc 82	SK5740	nottingham,gedling,street	52.95529899	-1.138007641	Nottingham	Bath Street - Gedling Street	Victoria Washhouses - exterior, corner of Bath Street and Gedling Street, c 1928	&amp;lt;p&amp;gt;The first baths and wash-houses in Nottingham were constructed at the present Gedling Street / Bath Street site by Dennett of Nottingham, under the direction of Corporation surveyor H Moses Wood, and opened to the public on 16 December 1850.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Wash-houses were added in 1926, with further building work along the Bath Street elevation bearing the name of T Wallis Gordon, by then City Engineer.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;The General Inclosures Act of 1845 was necessitated by the appalling housing conditions prevailing in Nottingham, whose slums - created by such a density of population in such a small space - have often been described by social historians as the worst in the world at the time.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Information taken from www.savevictoriabaths.org.uk &amp;lt;/p&amp;gt;	c 1928	12_The_1920s	Not known				Yes	Nottingham City Council	EN-GB	JPEG/IMAGE	North East Midland Photographic Record	http://creativecommons.org/licenses/by-nc-nd/2.0/uk/	General_Educational	municipal baths health welfare Victorian Victoria washhouses community laundry public junction corner road street pavement gable paling fence name plate rusticated woman figure fashion cobblestones overhead cables lines wires tram lines pole pediment gable turret chimney stack pot	Buildings_and_Structures Entertainment_and_Sports People_and_Society Health_and_Welfare Streetscene Natural_World_Landscape_and_Views Roads Transport_and_Communication Fashion Buses_and_Trams 
NTGM015959	Misc 84	SK5740	nottingham,gedling,street	52.95529899	-1.138007641	Nottingham	Bath Street - Gedling Street	Hot water tanks, Victoria Washhouses, corner of Bath Street and Gedling Street, c 1928	&amp;lt;p&amp;gt;The first baths and wash-houses in Nottingham were constructed at the present Gedling Street / Bath Street site by Dennett of Nottingham, under the direction of Corporation surveyor H Moses Wood, and opened to the public on 16 December 1850.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Wash-houses were added in 1926, with further building work along the Bath Street elevation bearing the name of T Wallis Gordon, by then City Engineer.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;The General Inclosures Act of 1845 was necessitated by the appalling housing conditions prevailing in Nottingham, whose slums - created by such a density of population in such a small space - have often been described by social historians as the worst in the world at the time.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Information taken from www.savevictoriabaths.org.uk&amp;amp;nbsp;&amp;lt;/p&amp;gt;	c 1928	12_The_1920s	Not known				Yes	Nottingham City Council	EN-GB	JPEG/IMAGE	North East Midland Photographic Record	http://creativecommons.org/licenses/by-nc-nd/2.0/uk/	General_Educational	municipal baths health welfare Victorian Victoria washhouses community laundry interior industrial public machinery tiled windows walls hot water tanks pipes tiles skylight rivet steel metal tub	Buildings_and_Structures Entertainment_and_Sports People_and_Society Health_and_Welfare Work_and_Industry Machinery
NTGM015960	Misc 83	SK5740	nottingham,gedling,street	52.95529899	-1.138007641	Nottingham	Bath Street - Gedling Street	Victoria Washhouses, corner of Bath Street and Gedling Street, c 1928	&amp;lt;p&amp;gt;The first baths and wash-houses in Nottingham were constructed at the present Gedling Street / Bath Street site by Dennett of Nottingham, under the direction of Corporation surveyor H Moses Wood, and opened to the public on 16 December 1850.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Wash-houses were added in 1926, with further building work along the Bath Street elevation bearing the name of T Wallis Gordon, by then City Engineer.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;The General Inclosures Act of 1845 was necessitated by the appalling housing conditions prevailing in Nottingham, whose slums - created by such a density of population in such a small space - have often been described by social historians as the worst in the world at the time.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Information taken from www.savevictoriabaths.org.uk&amp;amp;nbsp;&amp;lt;/p&amp;gt;	c 1928	12_The_1920s	Not known				Yes	Nottingham City Council	EN-GB	JPEG/IMAGE	North East Midland Photographic Record	http://creativecommons.org/licenses/by-nc-nd/2.0/uk/	General_Educational	municipal baths health welfare Victorian Victoria washhouses community laundry interior industrial public machinery tiled windows walls hot water tanks pipes tiles skylight rivet steel metal tub sink taps water gauge grate 	Buildings_and_Structures Entertainment_and_Sports People_and_Society Health_and_Welfare Work_and_Industry Machinery
NTGM015961	35639	SK5740	nottingham,gedling,street	52.95529899	-1.138007641	Nottingham	Bath Street - Gedling Street	Victoria Washhouses, corner of Bath Street and Gedling Street, 1973	&amp;lt;p&amp;gt;The first baths and wash-houses in Nottingham were constructed at the present Gedling Street / Bath Street site by Dennett of Nottingham, under the direction of Corporation surveyor H Moses Wood, and opened to the public on 16 December 1850.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Wash-houses were added in 1926, with further building work along the Bath Street elevation bearing the name of T Wallis Gordon, by then City Engineer.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;The General Inclosures Act of 1845 was necessitated by the appalling housing conditions prevailing in Nottingham, whose slums - created by such a density of population in such a small space - have often been described by social historians as the worst in the world at the time.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Information taken from www.savevictoriabaths.org.uk&amp;amp;nbsp;&amp;lt;/p&amp;gt;	1973	17_The_1970s	Not known				Yes	Nottingham City Council	EN-GB	JPEG/IMAGE	North East Midland Photographic Record	http://creativecommons.org/licenses/by-nc-nd/2.0/uk/	General_Educational	municipal baths health welfare Victorian Victoria washhouses community laundry interior industrial public machinery tiled women fashion group photograph posed laudry ironing tub clothes press table counter	Buildings_and_Structures Entertainment_and_Sports People_and_Society Health_and_Welfare Work_and_Industry Machinery Community Fashion Group_Photographs 
NTGM015963	222/3	SK5740	nottingham,sherwood,street,south	52.95741895	-1.151263118	Nottingham	South Sherwood Street	South Sherwood Street, Nottingham, c 1895	Fire Station on right.	c 1895	09_Victorian_(1837-1901)	Bird, A W				Yes	A W Bird	EN-GB	JPEG/IMAGE	North East Midland Photographic Record	http://creativecommons.org/licenses/by-nc-nd/2.0/uk/	General_Educational	fire station road street pavement cobblestones fashion pedestrians horse-drawn carriage harness hand cart trees civic building finial lamppost street light dog pediment gate posts chimney stack wall	 Buildings_and_Structures Streetscene Natural_World_Landscape_and_Views Emergency_Services Fashion People_and_Society Transport_and_Communication Civic Horse_Drawn_Vehicles 
NTGM015964	65703	SK5740	nottingham,sherwood,street,south	52.9552893	-1.144326925	Nottingham	Lower Parliament Street	Lower Parliament Street, Nottingham, c 1895	&amp;lt;p&amp;gt;Looking east.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;From a series of photos issued by Joseph Pratt, picture framer, Shakespeare Street.&amp;amp;nbsp;&amp;lt;/p&amp;gt;	c 1895	09_Victorian_(1837-1901)	not known				Yes	J S Huntbach	EN-GB	JPEG/IMAGE	North East Midland Photographic Record	http://creativecommons.org/licenses/by-nc-nd/2.0/uk/	General_Educational	road street pavement cobblestones fashion pedestrians horse-drawn carriage building lamppost street light sacks goods women men long skirt awning canopy shop retail commercial facade fascia front window sign cart	 Buildings_and_Structures Streetscene Natural_World_Landscape_and_Views Fashion People_and_Society Transport_and_Communication Horse_Drawn_Vehicles  Shops_Banks_and_Commercial 
NTGM015965	65702	SK5740	nottingham,sherwood,street,south	52.95520527	-1.145818233	Nottingham	Lower Parliament Street	Lower Parliament Street, Nottingham, 1895	&amp;lt;p&amp;gt;Looking west.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;From a series of photos issued by Joseph Pratt, picture framer, Shakespeare Street.&amp;amp;nbsp;&amp;lt;/p&amp;gt;	c 1895	09_Victorian_(1837-1901)	not known				Yes	J S Huntbach	EN-GB	JPEG/IMAGE	North East Midland Photographic Record	http://creativecommons.org/licenses/by-nc-nd/2.0/uk/	General_Educational	road street pavement cobblestones fashion pedestrians horse-drawn trap cart building lamppost street light sacks goods women men awning canopy shop retail commercial facade fascia front window sign cart boys children public house lamp keystone chimney arched lintel	 Buildings_and_Structures Streetscene Natural_World_Landscape_and_Views Fashion People_and_Society Transport_and_Communication Horse_Drawn_Vehicles  Shops_Banks_and_Commercial 
